Time(s), Setpoint, Measurement, Output, Kp, Zone, Mu
12.11, 64.85, 44.03, -18.38, 3.00, 1, 0.791
12.12, 64.73, 43.90, -18.24, 3.00, 1, 0.791
12.13, 64.61, 43.76, -18.11, 3.00, 1, 0.792
12.14, 64.49, 43.63, -17.98, 3.00, 1, 0.792
12.15, 64.36, 43.49, -17.85, 3.00, 1, 0.793
12.16, 64.24, 43.36, -17.73, 3.00, 1, 0.793
12.17, 64.12, 43.23, -17.61, 3.00, 1, 0.794
12.18, 63.99, 43.10, -17.49, 3.00, 1, 0.794
12.19, 63.87, 42.97, -17.37, 3.00, 1, 0.794
12.20, 63.75, 42.84, -17.26, 3.00, 1, 0.795
12.21, 63.62, 42.71, -17.14, 3.00, 1, 0.795
12.22, 63.50, 42.58, -17.03, 3.00, 1, 0.795
12.23, 63.38, 42.46, -16.93, 3.00, 1, 0.796
12.24, 63.25, 42.33, -16.82, 3.00, 1, 0.796
12.25, 63.13, 42.20, -16.72, 3.00, 1, 0.796
12.26, 63.00, 42.08, -16.62, 3.00, 1, 0.797
12.27, 62.88, 41.96, -16.52, 3.00, 1, 0.797
12.28, 62.76, 41.83, -16.42, 3.00, 1, 0.797
12.29, 62.63, 41.71, -16.32, 3.00, 1, 0.797
12.30, 62.51, 41.58, -16.23, 3.00, 1, 0.798
12.31, 62.38, 41.46, -16.14, 3.00, 1, 0.798
12.32, 62.26, 41.34, -16.05, 3.00, 1, 0.798
12.33, 62.13, 41.22, -15.96, 3.00, 1, 0.798
12.34, 62.01, 41.10, -15.88, 3.00, 1, 0.798
12.35, 61.88, 40.98, -15.79, 3.00, 1, 0.799
12.36, 61.76, 40.86, -15.71, 3.00, 1, 0.799
12.37, 61.63, 40.74, -15.63, 3.00, 1, 0.799
12.38, 61.51, 40.62, -15.55, 3.00, 1, 0.799
12.39, 61.38, 40.50, -15.47, 3.00, 1, 0.799
12.40, 61.26, 40.39, -15.40, 3.00, 1, 0.799
12.41, 61.13, 40.27, -15.32, 3.00, 1, 0.800
12.42, 61.01, 40.15, -15.25, 3.00, 1, 0.800
12.43, 60.88, 40.04, -15.18, 3.00, 1, 0.800
12.44, 60.75, 39.92, -15.11, 3.00, 1, 0.800
12.45, 60.63, 39.81, -15.04, 3.00, 1, 0.800
12.46, 60.50, 39.69, -14.98, 3.00, 1, 0.800
12.47, 60.38, 39.58, -14.91, 3.00, 1, 0.800
12.48, 60.25, 39.46, -14.85, 3.00, 1, 0.800
12.49, 60.13, 39.35, -14.78, 3.00, 1, 0.800
12.50, 60.00, 39.24, -14.72, 3.00, 1, 0.800
12.51, 59.87, 39.12, -14.66, 3.00, 1, 0.800
12.52, 59.75, 39.01, -14.60, 3.00, 1, 0.800
12.53, 59.62, 38.90, -14.54, 3.00, 1, 0.800
12.54, 59.50, 38.79, -14.48, 3.00, 1, 0.800
12.55, 59.37, 38.68, -14.43, 3.00, 1, 0.800
12.56, 59.25, 38.57, -14.37, 3.00, 1, 0.800
12.57, 59.12, 38.46, -14.32, 3.00, 1, 0.800
12.58, 59.00, 38.35, -14.27, 3.00, 1, 0.800
12.59, 58.87, 38.24, -14.21, 3.00, 1, 0.800
12.60, 58.74, 38.13, -14.16, 3.00, 1, 0.799
12.61, 58.62, 38.02, -14.11, 3.00, 1, 0.799
12.62, 58.49, 37.91, -14.06, 3.00, 1, 0.799
12.63, 58.37, 37.80, -14.02, 3.00, 1, 0.799
12.64, 58.24, 37.70, -13.97, 3.00, 1, 0.799
12.65, 58.12, 37.59, -13.92, 3.00, 1, 0.799
12.66, 57.99, 37.48, -13.88, 3.00, 1, 0.798
12.67, 57.87, 37.38, -13.83, 3.00, 1, 0.798
12.68, 57.74, 37.27, -13.79, 3.00, 1, 0.798
12.69, 57.62, 37.16, -13.74, 3.00, 1, 0.798
12.70, 57.49, 37.06, -13.70, 3.00, 1, 0.798
12.71, 57.37, 36.95, -13.66, 3.00, 1, 0.797
12.72, 57.24, 36.85, -13.62, 3.00, 1, 0.797
12.73, 57.12, 36.74, -13.57, 3.00, 1, 0.797
12.74, 57.00, 36.64, -13.53, 3.00, 1, 0.797
12.75, 56.87, 36.53, -13.49, 3.00, 1, 0.796
12.76, 56.75, 36.43, -13.45, 3.00, 1, 0.796
12.77, 56.62, 36.33, -13.42, 3.00, 1, 0.796
12.78, 56.50, 36.22, -13.38, 3.00, 1, 0.795
12.79, 56.38, 36.12, -13.34, 3.00, 1, 0.795
12.80, 56.25, 36.02, -13.30, 3.00, 1, 0.795
12.81, 56.13, 35.92, -13.27, 3.00, 1, 0.794
12.82, 56.01, 35.81, -13.23, 3.00, 1, 0.794
12.83, 55.88, 35.71, -13.19, 3.00, 1, 0.794
12.84, 55.76, 35.61, -13.16, 3.00, 1, 0.793
12.85, 55.64, 35.51, -13.12, 3.00, 1, 0.793
12.86, 55.51, 35.41, -13.09, 3.00, 1, 0.792
12.87, 55.39, 35.31, -13.05, 3.00, 1, 0.792
12.88, 55.27, 35.21, -13.02, 3.00, 1, 0.791
12.89, 55.15, 35.11, -12.99, 3.00, 1, 0.791
12.90, 55.03, 35.01, -12.95, 3.00, 1, 0.791
12.91, 54.90, 34.91, -12.92, 3.00, 1, 0.790
12.92, 54.78, 34.81, -12.88, 3.00, 1, 0.790
12.93, 54.66, 34.71, -12.85, 3.00, 1, 0.789
12.94, 54.54, 34.61, -12.82, 3.00, 1, 0.789
12.95, 54.42, 34.51, -12.79, 3.00, 1, 0.788
12.96, 54.30, 34.41, -12.75, 3.00, 1, 0.788
12.97, 54.18, 34.32, -12.72, 3.00, 1, 0.787
12.98, 54.06, 34.22, -12.69, 3.00, 1, 0.786
12.99, 53.94, 34.12, -12.66, 3.00, 1, 0.786
13.00, 53.82, 34.02, -12.63, 3.00, 1, 0.785
13.01, 53.70, 33.93, -12.59, 3.00, 1, 0.785
13.02, 53.58, 33.83, -12.56, 3.00, 1, 0.784
13.03, 53.46, 33.73, -12.53, 3.00, 1, 0.784
13.04, 53.34, 33.64, -12.50, 3.00, 1, 0.783
13.05, 53.23, 33.54, -12.47, 3.00, 1, 0.782
13.06, 53.11, 33.44, -12.44, 3.00, 1, 0.782
13.07, 52.99, 33.35, -12.41, 3.00, 1, 0.781
13.08, 52.87, 33.25, -12.37, 3.00, 1, 0.780
13.09, 52.75, 33.16, -12.34, 3.00, 1, 0.780
13.10, 52.64, 33.06, -12.31, 3.00, 1, 0.779
13.11, 52.52, 32.97, -12.28, 3.00, 1, 0.778
13.12, 52.40, 32.88, -12.25, 3.00, 1, 0.778
13.13, 52.29, 32.78, -12.22, 3.00, 1, 0.777
13.14, 52.17, 32.69, -12.18, 3.00, 1, 0.776
13.15, 52.06, 32.59, -12.15, 3.00, 1, 0.775
13.16, 51.94, 32.50, -12.12, 3.00, 1, 0.775
13.17, 51.83, 32.41, -12.09, 3.00, 1, 0.774
13.18, 51.71, 32.32, -12.05, 3.00, 1, 0.773
13.19, 51.60, 32.22, -12.02, 3.00, 1, 0.772
13.20, 51.48, 32.13, -11.99, 3.00, 1, 0.771
13.21, 51.37, 32.04, -11.96, 3.00, 1, 0.771
13.22, 51.26, 31.95, -11.92, 3.00, 1, 0.770
13.23, 51.14, 31.86, -11.89, 3.00, 1, 0.769
13.24, 51.03, 31.77, -11.86, 3.00, 1, 0.768
13.25, 50.92, 31.67, -11.82, 3.00, 1, 0.767
13.26, 50.81, 31.58, -11.79, 3.00, 1, 0.766
13.27, 50.70, 31.49, -11.76, 3.00, 1, 0.766
13.28, 50.59, 31.40, -11.72, 3.00, 1, 0.765
13.29, 50.48, 31.31, -11.69, 3.00, 1, 0.764
13.30, 50.37, 31.22, -11.65, 3.00, 1, 0.763
13.31, 50.26, 31.13, -11.62, 3.00, 1, 0.762
13.32, 50.15, 31.05, -11.58, 3.00, 1, 0.761
13.33, 50.04, 30.96, -11.54, 3.00, 1, 0.760
13.34, 49.93, 30.87, -11.51, 3.00, 1, 0.759
13.35, 49.82, 30.78, -11.47, 3.00, 1, 0.758
13.36, 49.71, 30.69, -11.44, 3.00, 1, 0.757
13.37, 49.60, 30.60, -11.40, 3.00, 1, 0.756
13.38, 49.50, 30.52, -11.36, 3.00, 1, 0.755
13.39, 49.39, 30.43, -11.32, 3.00, 1, 0.754
13.40, 49.28, 30.34, -11.29, 3.00, 1, 0.753
13.41, 49.18, 30.26, -11.25, 3.00, 1, 0.752
13.42, 49.07, 30.17, -11.21, 3.00, 1, 0.751
13.43, 48.97, 30.08, -11.17, 3.00, 1, 0.750
13.44, 48.86, 30.00, -11.13, 3.00, 1, 0.749
13.45, 48.76, 29.91, -11.09, 3.00, 1, 0.748
13.46, 48.65, 29.83, -11.05, 3.00, 1, 0.747
13.47, 48.55, 29.74, -11.01, 3.00, 1, 0.746
13.48, 48.45, 29.66, -10.97, 3.00, 1, 0.745
13.49, 48.35, 29.57, -10.92, 3.00, 1, 0.744
13.50, 48.24, 29.49, -10.88, 3.00, 1, 0.743
13.51, 48.14, 29.41, -10.84, 3.00, 1, 0.742
13.52, 48.04, 29.32, -10.80, 3.00, 1, 0.740
13.53, 47.94, 29.24, -10.75, 3.00, 1, 0.739
13.54, 47.84, 29.16, -10.71, 3.00, 1, 0.738
13.55, 47.74, 29.07, -10.67, 3.00, 1, 0.737
13.56, 47.64, 28.99, -10.62, 3.00, 1, 0.736
13.57, 47.54, 28.91, -10.58, 3.00, 1, 0.735
13.58, 47.45, 28.83, -10.53, 3.00, 1, 0.734
13.59, 47.35, 28.75, -10.48, 3.00, 1, 0.732
13.60, 47.25, 28.67, -10.44, 3.00, 1, 0.731
13.61, 47.16, 28.59, -10.39, 3.00, 1, 0.730
13.62, 47.06, 28.51, -10.34, 3.00, 1, 0.729
13.63, 46.96, 28.43, -10.29, 3.00, 1, 0.728
13.64, 46.87, 28.35, -10.24, 3.00, 1, 0.726
13.65, 46.77, 28.27, -10.19, 3.00, 1, 0.725
13.66, 46.68, 28.19, -10.14, 3.00, 1, 0.724
13.67, 46.59, 28.11, -10.09, 3.00, 1, 0.723
13.68, 46.49, 28.03, -10.04, 3.00, 1, 0.721
13.69, 46.40, 27.95, -9.99, 3.00, 1, 0.720
13.70, 46.31, 27.88, -9.94, 3.00, 1, 0.719
13.71, 46.22, 27.80, -9.89, 3.00, 1, 0.717
13.72, 46.13, 27.72, -9.83, 3.00, 1, 0.716
13.73, 46.04, 27.64, -9.78, 3.00, 1, 0.715
13.74, 45.95, 27.57, -9.72, 3.00, 1, 0.713
13.75, 45.86, 27.49, -9.67, 3.00, 1, 0.712
13.76, 45.77, 27.42, -9.61, 3.00, 1, 0.711
13.77, 45.68, 27.34, -9.56, 3.00, 1, 0.709
13.78, 45.59, 27.27, -9.50, 3.00, 1, 0.708
13.79, 45.51, 27.19, -9.44, 3.00, 1, 0.707
13.80, 45.42, 27.12, -9.39, 3.00, 1, 0.705
13.81, 45.33, 27.04, -9.33, 3.00, 1, 0.704
13.82, 45.25, 26.97, -9.27, 3.00, 1, 0.703
13.83, 45.17, 26.90, -9.21, 3.00, 1, 0.701
13.84, 45.08, 26.83, -9.15, 3.00, 1, 0.700
13.85, 45.00, 26.75, -9.09, 3.00, 1, 0.698
13.86, 44.92, 26.68, -9.03, 3.00, 1, 0.697
13.87, 44.83, 26.61, -8.97, 3.00, 1, 0.696
13.88, 44.75, 26.54, -8.90, 3.00, 1, 0.694
13.89, 44.67, 26.47, -8.84, 3.00, 1, 0.693
13.90, 44.59, 26.40, -8.78, 3.00, 1, 0.691
13.91, 44.51, 26.33, -8.71, 3.00, 1, 0.690
13.92, 44.43, 26.26, -8.65, 3.00, 1, 0.688
13.93, 44.35, 26.19, -8.58, 3.00, 1, 0.687
13.94, 44.27, 26.12, -8.52, 3.00, 1, 0.685
13.95, 44.20, 26.05, -8.45, 3.00, 1, 0.684
13.96, 44.12, 25.98, -8.38, 3.00, 1, 0.682
13.97, 44.04, 25.92, -8.31, 3.00, 1, 0.681
13.98, 43.97, 25.85, -8.24, 3.00, 1, 0.679
13.99, 43.89, 25.78, -8.17, 3.00, 1, 0.678
14.00, 43.82, 25.72, -8.10, 3.00, 1, 0.676
14.01, 43.75, 25.65, -8.03, 3.00, 1, 0.675
14.02, 43.67, 25.58, -7.96, 3.00, 1, 0.673
14.03, 43.60, 25.52, -7.89, 3.00, 1, 0.672
14.04, 43.53, 25.45, -7.82, 3.00, 1, 0.670
14.05, 43.46, 25.39, -7.74, 3.00, 1, 0.669
14.06, 43.39, 25.33, -7.67, 3.00, 1, 0.667
14.07, 43.32, 25.26, -7.60, 3.00, 1, 0.665
14.08, 43.25, 25.20, -7.52, 3.00, 1, 0.664
14.09, 43.18, 25.14, -7.45, 3.00, 1, 0.662
14.10, 43.11, 25.08, -7.37, 3.00, 1, 0.661
14.11, 43.05, 25.01, -7.29, 3.00, 1, 0.659
14.12, 42.98, 24.95, -7.21, 3.00, 1, 0.658
14.13, 42.91, 24.89, -7.14, 3.00, 1, 0.656
14.14, 42.85, 24.83, -7.06, 3.00, 1, 0.654
14.15, 42.79, 24.77, -6.98, 3.00, 1, 0.653
14.16, 42.72, 24.71, -6.90, 3.00, 1, 0.651
14.17, 42.66, 24.66, -6.82, 3.00, 1, 0.649
14.18, 42.60, 24.60, -6.74, 3.00, 1, 0.648
14.19, 42.53, 24.54, -6.65, 3.00, 1, 0.646
14.20, 42.47, 24.48, -6.57, 3.00, 1, 0.645
14.21, 42.41, 24.42, -6.49, 3.00, 1, 0.643
14.22, 42.35, 24.37, -6.40, 3.00, 1, 0.641
14.23, 42.30, 24.31, -6.32, 3.00, 1, 0.640
14.24, 42.24, 24.26, -6.23, 3.00, 1, 0.638
14.25, 42.18, 24.20, -6.15, 3.00, 1, 0.636
14.26, 42.12, 24.15, -6.06, 3.00, 1, 0.635
14.27, 42.07, 24.09, -5.97, 3.00, 1, 0.633
14.28, 42.01, 24.04, -5.88, 3.00, 1, 0.631
14.29, 41.96, 23.99, -5.80, 3.00, 1, 0.629
14.30, 41.90, 23.93, -5.71, 3.00, 1, 0.628
14.31, 41.85, 23.88, -5.62, 3.00, 1, 0.626
14.32, 41.80, 23.83, -5.53, 3.00, 1, 0.624
14.33, 41.75, 23.78, -5.44, 3.00, 1, 0.623
14.34, 41.70, 23.73, -5.34, 3.00, 1, 0.621
14.35, 41.64, 23.68, -5.25, 3.00, 1, 0.619
14.36, 41.60, 23.63, -5.16, 3.00, 1, 0.617
14.37, 41.55, 23.58, -5.06, 3.00, 1, 0.616
14.38, 41.50, 23.53, -4.97, 3.00, 1, 0.614
14.39, 41.45, 23.48, -4.88, 3.00, 1, 0.612
14.40, 41.40, 23.44, -4.78, 3.00, 1, 0.610
14.41, 41.36, 23.39, -4.68, 3.00, 1, 0.609
14.42, 41.31, 23.34, -4.59, 3.00, 1, 0.607
14.43, 41.27, 23.30, -4.49, 3.00, 1, 0.605
14.44, 41.23, 23.25, -4.39, 3.00, 1, 0.603
14.45, 41.18, 23.21, -4.29, 3.00, 1, 0.602
14.46, 41.14, 23.16, -4.19, 3.00, 1, 0.600
14.47, 41.10, 23.12, -4.09, 3.00, 1, 0.598
14.48, 41.06, 23.08, -3.99, 3.00, 1, 0.596
14.49, 41.02, 23.03, -3.89, 3.00, 1, 0.594
14.50, 40.98, 22.99, -3.79, 3.00, 1, 0.593
14.51, 40.94, 22.95, -3.69, 3.00, 1, 0.591
14.52, 40.90, 22.91, -3.58, 3.00, 1, 0.589
14.53, 40.87, 22.87, -3.48, 3.00, 1, 0.587
14.54, 40.83, 22.83, -3.38, 3.00, 1, 0.586
14.55, 40.79, 22.79, -3.27, 3.00, 1, 0.584
14.56, 40.76, 22.75, -3.17, 3.00, 1, 0.582
14.57, 40.73, 22.71, -3.06, 3.00, 1, 0.580
14.58, 40.69, 22.68, -2.95, 3.00, 1, 0.578
14.59, 40.66, 22.64, -2.85, 3.00, 1, 0.576
14.60, 40.63, 22.60, -2.74, 3.00, 1, 0.575
14.61, 40.60, 22.57, -2.63, 3.00, 1, 0.573
14.62, 40.57, 22.53, -2.52, 3.00, 1, 0.571
14.63, 40.54, 22.50, -2.41, 3.00, 1, 0.569
14.64, 40.51, 22.46, -2.30, 3.00, 1, 0.567
14.65, 40.48, 22.43, -2.19, 3.00, 1, 0.565
14.66, 40.45, 22.40, -2.08, 3.00, 1, 0.564
14.67, 40.43, 22.37, -1.97, 3.00, 1, 0.562
14.68, 40.40, 22.33, -1.86, 3.00, 1, 0.560
14.69, 40.38, 22.30, -1.74, 3.00, 1, 0.558
14.70, 40.35, 22.27, -1.63, 3.00, 1, 0.556
14.71, 40.33, 22.24, -1.52, 3.00, 1, 0.554
14.72, 40.31, 22.21, -1.40, 3.00, 1, 0.553
14.73, 40.29, 22.18, -1.29, 3.00, 1, 0.551
14.74, 40.27, 22.16, -1.17, 3.00, 1, 0.549
14.75, 40.25, 22.13, -1.06, 3.00, 1, 0.547
14.76, 40.23, 22.10, -0.94, 3.00, 1, 0.545
14.77, 40.21, 22.08, -0.82, 3.00, 1, 0.543
14.78, 40.19, 22.05, -0.70, 3.00, 1, 0.541
14.79, 40.17, 22.03, -0.59, 3.00, 1, 0.539
14.80, 40.16, 22.00, -0.47, 3.00, 1, 0.538
14.81, 40.14, 21.98, -0.35, 3.00, 1, 0.536
14.82, 40.13, 21.95, -0.23, 3.00, 1, 0.534
14.83, 40.11, 21.93, -0.11, 3.00, 1, 0.532
14.84, 40.10, 21.91, 0.01, 3.00, 1, 0.530
14.85, 40.09, 21.89, 0.14, 3.00, 1, 0.528
14.86, 40.08, 21.87, 0.26, 3.00, 1, 0.526
14.87, 40.07, 21.85, 0.38, 3.00, 1, 0.524
14.88, 40.06, 21.83, 0.50, 3.00, 1, 0.523
14.89, 40.05, 21.81, 0.63, 3.00, 1, 0.521
14.90, 40.04, 21.79, 0.75, 3.00, 1, 0.519
14.91, 40.03, 21.77, 0.87, 3.00, 1, 0.517
14.92, 40.03, 21.76, 1.00, 3.00, 1, 0.515
14.93, 40.02, 21.74, 1.12, 3.00, 1, 0.513
14.94, 40.01, 21.73, 1.25, 3.00, 1, 0.511
14.95, 40.01, 21.71, 1.38, 3.00, 1, 0.509
14.96, 40.01, 21.70, 1.50, 3.00, 1, 0.508
14.97, 40.00, 21.68, 1.63, 3.00, 1, 0.506
14.98, 40.00, 21.67, 1.76, 3.00, 1, 0.504
14.99, 40.00, 21.66, 1.89, 3.00, 1, 0.502
15.00, 40.00, 21.65, 2.02, 3.00, 1, 0.500
15.01, 40.00, 21.64, 2.14, 3.00, 1, 0.498
15.02, 40.00, 21.63, 2.27, 3.00, 1, 0.496
15.03, 40.00, 21.62, 2.40, 3.00, 1, 0.494
15.04, 40.01, 21.61, 2.53, 3.00, 1, 0.492
15.05, 40.01, 21.60, 2.67, 3.00, 1, 0.491
15.06, 40.01, 21.59, 2.80, 3.00, 1, 0.489
15.07, 40.02, 21.58, 2.93, 3.00, 1, 0.487
15.08, 40.03, 21.58, 3.06, 3.00, 1, 0.485
15.09, 40.03, 21.57, 3.19, 3.00, 1, 0.483
15.10, 40.04, 21.57, 3.33, 3.00, 1, 0.481
15.11, 40.05, 21.56, 3.46, 3.00, 1, 0.479
15.12, 40.06, 21.56, 3.59, 3.00, 1, 0.477
15.13, 40.07, 21.56, 3.73, 3.00, 1, 0.476
15.14, 40.08, 21.55, 3.86, 3.00, 1, 0.474
15.15, 40.09, 21.55, 4.00, 3.00, 1, 0.472
15.16, 40.10, 21.55, 4.13, 3.00, 1, 0.470
15.17, 40.11, 21.55, 4.27, 3.00, 1, 0.468
15.18, 40.13, 21.55, 4.40, 3.00, 1, 0.466
15.19, 40.14, 21.55, 4.54, 3.00, 1, 0.464
15.20, 40.16, 21.56, 4.68, 3.00, 1, 0.462
15.21, 40.17, 21.56, 4.81, 3.00, 1, 0.461
15.22, 40.19, 21.56, 4.95, 3.00, 1, 0.459
15.23, 40.21, 21.56, 5.09, 3.00, 1, 0.457
15.24, 40.23, 21.57, 5.23, 3.00, 1, 0.455
15.25, 40.25, 21.57, 5.36, 3.00, 1, 0.453
15.26, 40.27, 21.58, 5.50, 3.00, 1, 0.451
15.27, 40.29, 21.80, 47.68, 1.00, 0, 0.449
15.28, 40.31, 22.01, 47.51, 1.00, 0, 0.447
15.29, 40.33, 22.23, 47.33, 1.00, 0, 0.446
15.30, 40.35, 22.44, 47.16, 1.00, 0, 0.444
15.31, 40.38, 22.65, 46.99, 1.00, 0, 0.442
15.32, 40.40, 22.87, 46.82, 1.00, 0, 0.440
15.33, 40.43, 23.08, 46.65, 1.00, 0, 0.438
15.34, 40.45, 23.29, 46.48, 1.00, 0, 0.436
15.35, 40.48, 23.49, 46.32, 1.00, 0, 0.435
15.36, 40.51, 23.70, 46.15, 1.00, 0, 0.433
15.37, 40.54, 23.91, 45.99, 1.00, 0, 0.431
15.38, 40.57, 24.11, 45.83, 1.00, 0, 0.429
15.39, 40.60, 24.32, 45.67, 1.00, 0, 0.427
15.40, 40.63, 24.52, 45.51, 1.00, 0, 0.425
15.41, 40.66, 24.72, 45.36, 1.00, 0, 0.424
15.42, 40.69, 24.92, 45.21, 1.00, 0, 0.422
15.43, 40.73, 25.12, 45.05, 1.00, 0, 0.420
15.44, 40.76, 25.32, 44.90, 1.00, 0, 0.418
15.45, 40.79, 25.52, 44.75, 1.00, 0, 0.416
15.46, 40.83, 25.72, 44.61, 1.00, 0, 0.414
15.47, 40.87, 25.92, 44.46, 1.00, 0, 0.413
15.48, 40.90, 26.11, 44.31, 1.00, 0, 0.411
15.49, 40.94, 26.31, 44.17, 1.00, 0, 0.409
15.50, 40.98, 26.50, 44.03, 1.00, 0, 0.407
15.51, 41.02, 26.69, 43.89, 1.00, 0, 0.406
15.52, 41.06, 26.88, 43.75, 1.00, 0, 0.404
15.53, 41.10, 27.08, 43.61, 1.00, 0, 0.402
15.54, 41.14, 27.27, 43.48, 1.00, 0, 0.400
15.55, 41.18, 27.46, 43.34, 1.00, 0, 0.398
15.56, 41.23, 27.64, 43.21, 1.00, 0, 0.397
15.57, 41.27, 27.83, 43.08, 1.00, 0, 0.395
15.58, 41.31, 28.02, 42.95, 1.00, 0, 0.393
15.59, 41.36, 28.20, 42.82, 1.00, 0, 0.391
15.60, 41.40, 28.39, 42.69, 1.00, 0, 0.390
15.61, 41.45, 28.57, 42.57, 1.00, 0, 0.388
15.62, 41.50, 28.76, 42.44, 1.00, 0, 0.386
15.63, 41.55, 28.94, 42.32, 1.00, 0, 0.384
15.64, 41.60, 29.12, 42.20, 1.00, 0, 0.383
15.65, 41.64, 29.30, 42.08, 1.00, 0, 0.381
15.66, 41.70, 29.49, 41.96, 1.00, 0, 0.379
15.67, 41.75, 29.66, 41.84, 1.00, 0, 0.377
15.68, 41.80, 29.84, 41.73, 1.00, 0, 0.376
15.69, 41.85, 30.02, 41.61, 1.00, 0, 0.374
15.70, 41.90, 30.20, 41.50, 1.00, 0, 0.372
15.71, 41.96, 30.38, 41.39, 1.00, 0, 0.371
15.72, 42.01, 30.55, 41.28, 1.00, 0, 0.369
15.73, 42.07, 30.73, 41.17, 1.00, 0, 0.367
15.74, 42.12, 30.90, 41.06, 1.00, 0, 0.365
15.75, 42.18, 31.08, 40.95, 1.00, 0, 0.364
15.76, 42.24, 31.25, 40.85, 1.00, 0, 0.362
15.77, 42.30, 31.42, 40.75, 1.00, 0, 0.360
15.78, 42.35, 31.59, 40.64, 1.00, 0, 0.359
15.79, 42.41, 31.76, 40.54, 1.00, 0, 0.357
15.80, 42.47, 31.93, 40.44, 1.00, 0, 0.355
15.81, 42.53, 32.10, 40.34, 1.00, 0, 0.354
15.82, 42.60, 32.27, 40.24, 1.00, 0, 0.352
15.83, 42.66, 32.44, 40.15, 1.00, 0, 0.351
15.84, 42.72, 32.61, 40.05, 1.00, 0, 0.349
15.85, 42.79, 32.78, 39.96, 1.00, 0, 0.347
15.86, 42.85, 32.94, 39.87, 1.00, 0, 0.346
15.87, 42.91, 33.11, 39.77, 1.00, 0, 0.344
15.88, 42.98, 33.28, 39.68, 1.00, 0, 0.342
15.89, 43.05, 33.44, 39.59, 1.00, 0, 0.341
15.90, 43.11, 33.60, 39.51, 1.00, 0, 0.339
15.91, 43.18, 33.77, 39.42, 1.00, 0, 0.338
15.92, 43.25, 33.93, 39.33, 1.00, 0, 0.336
15.93, 43.32, 34.09, 39.25, 1.00, 0, 0.335
15.94, 43.39, 34.25, 39.17, 1.00, 0, 0.333
15.95, 43.46, 34.42, 39.08, 1.00, 0, 0.331
15.96, 43.53, 34.58, 39.00, 1.00, 0, 0.330
15.97, 43.60, 34.74, 38.92, 1.00, 0, 0.328
15.98, 43.67, 34.90, 38.84, 1.00, 0, 0.327
15.99, 43.75, 35.05, 38.77, 1.00, 0, 0.325
16.00, 43.82, 35.21, 38.69, 1.00, 0, 0.324
16.01, 43.89, 35.37, 38.61, 1.00, 0, 0.322
16.02, 43.97, 35.53, 38.54, 1.00, 0, 0.321
16.03, 44.04, 35.68, 38.47, 1.00, 0, 0.319
16.04, 44.12, 35.84, 38.39, 1.00, 0, 0.318
16.05, 44.20, 36.00, 38.32, 1.00, 0, 0.316
16.06, 44.27, 36.15, 38.25, 1.00, 0, 0.315
16.07, 44.35, 36.31, 38.18, 1.00, 0, 0.313
16.08, 44.43, 36.46, 38.12, 1.00, 0, 0.312
16.09, 44.51, 36.62, 38.05, 1.00, 0, 0.310
16.10, 44.59, 36.77, 37.98, 1.00, 0, 0.309
16.11, 44.67, 36.92, 37.92, 1.00, 0, 0.307
16.12, 44.75, 37.07, 37.85, 1.00, 0, 0.306
16.13, 44.83, 37.23, 37.79, 1.00, 0, 0.304
16.14, 44.91, 37.38, 37.73, 1.00, 0, 0.303
16.15, 45.00, 37.53, 37.67, 1.00, 0, 0.302
16.16, 45.08, 37.68, 37.61, 1.00, 0, 0.300
16.17, 45.17, 37.83, 37.55, 1.00, 0, 0.299
16.18, 45.25, 37.98, 37.49, 1.00, 0, 0.297
16.19, 45.33, 38.13, 37.43, 1.00, 0, 0.296
16.20, 45.42, 38.28, 37.38, 1.00, 0, 0.295
16.21, 45.51, 38.42, 37.32, 1.00, 0, 0.293
16.22, 45.59, 38.57, 37.27, 1.00, 0, 0.292
16.23, 45.68, 38.72, 37.21, 1.00, 0, 0.291
16.24, 45.77, 38.87, 37.16, 1.00, 0, 0.289
16.25, 45.86, 39.01, 37.11, 1.00, 0, 0.288
16.26, 45.95, 39.16, 37.06, 1.00, 0, 0.287
16.27, 46.04, 39.31, 37.01, 1.00, 0, 0.285
16.28, 46.13, 39.45, 36.96, 1.00, 0, 0.284
16.29, 46.22, 39.60, 36.91, 1.00, 0, 0.283
16.30, 46.31, 39.74, 36.87, 1.00, 0, 0.281
16.31, 46.40, 39.89, 36.82, 1.00, 0, 0.280
16.32, 46.49, 40.03, 36.77, 1.00, 0, 0.279
16.33, 46.59, 40.17, 36.73, 1.00, 0, 0.277
16.34, 46.68, 40.32, 36.69, 1.00, 0, 0.276
16.35, 46.77, 40.46, 36.64, 1.00, 0, 0.275
16.36, 46.87, 40.60, 36.60, 1.00, 0, 0.274
16.37, 46.96, 40.74, 36.56, 1.00, 0, 0.272
16.38, 47.06, 40.89, 36.52, 1.00, 0, 0.271
16.39, 47.15, 41.03, 36.48, 1.00, 0, 0.270
16.40, 47.25, 41.17, 36.44, 1.00, 0, 0.269
16.41, 47.35, 41.31, 36.40, 1.00, 0, 0.268
16.42, 47.45, 41.45, 36.37, 1.00, 0, 0.266
16.43, 47.54, 41.59, 36.33, 1.00, 0, 0.265
16.44, 47.64, 41.73, 36.30, 1.00, 0, 0.264
16.45, 47.74, 41.87, 36.26, 1.00, 0, 0.263
16.46, 47.84, 42.01, 36.23, 1.00, 0, 0.262
